Date Event Generated,Instrument Type,Installed Product ID,System Name,Event Description,Component,Error ID,Source of Event,Location,Status,Exp Date,Closed Reason
wed oct 27 2021 08:13:00 gmt+0000,akta pure 150 m3,29046697-2032635,pure150_03,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 22 2021 14:52:05 gmt+0000,akta avant 25,28930842-1611031,avant25_03,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 22 2021 14:25:05 gmt+0000,akta avant 25,28930842-1630011,avant25_04,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 22 2021 07:44:10 gmt+0000,akta avant 150,28976337-1539062,avant150-01,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 22 2021 07:39:49 gmt+0000,akta avant 150,28976337-1539062,avant150-01,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
mon oct 18 2021 09:22:45 gmt+0000,akta avant 150,28976337-1539062,avant150-01,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
sat oct 16 2021 06:08:46 gmt+0000,readytoprocess wave 25,28988000-2157371,saturnwave25_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
sat oct 16 2021 06:08:46 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
sat oct 16 2021 06:08:46 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
sat oct 16 2021 06:08:44 gmt+0000,akta pure 25 m,29018226-2453908,saturnpure25_03,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
sat oct 16 2021 06:08:44 gmt+0000,akta pure 25 m,29018226-2453934,saturnpure25_02,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
sat oct 16 2021 06:08:44 gmt+0000,akta pure 150 m3,29046697-2191611,saturnpure150_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 15 2021 16:10:06 gmt+0000,akta avant 25,28930842-1611031,avant25_03,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 15 2021 15:09:55 gmt+0000,akta avant 25,28930842-1611031,avant25_03,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 15 2021 11:33:45 gmt+0000,akta avant 25,28930842-1630011,avant25_04,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 15 2021 11:30:16 gmt+0000,akta avant 25,28930842-1587506,avant25_02,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu oct 14 2021 14:47:16 gmt+0000,akta avant 25,28930842-1630011,avant25_04,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 13 2021 09:30:57 gmt+0000,akta pure 25 m,29018226-2453908,saturnpure25_03,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 13 2021 09:30:55 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 13 2021 09:30:55 gmt+0000,readytoprocess wave 25,28988000-2157371,saturnwave25_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 13 2021 09:30:54 gmt+0000,akta pure 150 m3,29046697-2191611,saturnpure150_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 13 2021 09:30:54 gmt+0000,akta pure 25 m,29018226-2453934,saturnpure25_02,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 13 2021 09:30:54 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 13 2021 09:09:59 gmt+0000,akta avant 25,28930842-1630011,avant25_04,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
wed oct 13 2021 09:09:59 gmt+0000,akta avant 150,28976337-1539062,avant150-01,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
wed oct 13 2021 09:09:59 gmt+0000,akta avant 25,28930842-1536977,avant25_01,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
wed oct 13 2021 09:09:59 gmt+0000,akta avant 25,28930842-1636260,avant25_05,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,service case created
tue oct 12 2021 21:23:55 gmt+0000,akta avant 25,28930842-1636260,avant25_05,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
tue oct 12 2021 21:23:55 gmt+0000,akta avant 25,28930842-1636260,avant25_05,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
tue oct 12 2021 21:23:55 gmt+0000,akta avant 25,28930842-1636260,avant25_05,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 16:16:35 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 16:16:31 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 09:40:00 gmt+0000,akta avant 25,28930842-1630011,avant25_04,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 09:39:30 gmt+0000,akta avant 25,28930842-1611031,avant25_03,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 04:49:44 gmt+0000,readytoprocess wave 25,28988000-2157371,saturnwave25_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 04:48:15 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 04:48:15 gmt+0000,akta pure 150 m3,29046697-2191611,saturnpure150_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 04:48:13 gmt+0000,akta pure 150 m3,29046697-2192792,saturnpure150_03,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 04:48:13 gmt+0000,readytoprocess wave 25,28988000-2157371,saturnwave25_01,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed oct 06 2021 04:48:13 gmt+0000,akta pure 25 m,29018226-2453934,saturnpure25_02,no asset data received for over 1 hour,nan,nan,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
tue oct 05 2021 12:59:14 gmt+0000,akta avant 25,28930842-1611031,avant25_03,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,duplicate event
tue oct 05 2021 12:56:56 gmt+0000,akta avant 25,28930842-1611031,avant25_03,only one of the codes was read properly during the detection process. the system will work ok but check the cassette before you use it the next time.,eis.frac_15,46.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
tue oct 05 2021 12:55:06 gmt+0000,akta avant 25,28930842-1611031,avant25_03,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 01 2021 11:13:07 gmt+0000,akta avant 150,28976337-1539062,avant150-01,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri oct 01 2021 08:28:19 gmt+0000,akta avant 150,28976337-1539062,avant150-01,control channel timeout. no control command received in 2s.,eis.icu_1,51.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 30 2021 11:59:30 gmt+0000,akta avant 25,28930842-1536977,avant25_01,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 30 2021 10:19:56 gmt+0000,akta avant 150,28976337-1539062,avant150-01,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 29 2021 08:34:33 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 29 2021 08:34:20 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 29 2021 08:34:16 gmt+0000,akta pure 25 m,29018226-2455626,saturnpure25_01,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,nan,"redcar, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
fri sep 24 2021 13:55:20 gmt+0000,akta avant 25,28930842-1587506,avant25_02,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 16:07:34 gmt+0000,akta pure 150 m3,29046697-2032635,pure150_03,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 15:11:24 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 15:11:04 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 15:11:00 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 15:02:04 gmt+0000,akta avant 25,28930842-1587506,avant25_02,no asset data received for over 1 hour,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 13:00:23 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 12:59:40 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 12:59:35 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 12:59:26 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
thu sep 23 2021 12:59:21 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,customer resolved on own
thu sep 23 2021 07:40:47 gmt+0000,akta avant 25,28930842-1587506,avant25_02,client: no connection could be made. target machine refused it,nan,nan,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 22 2021 23:07:17 gmt+0000,akta avant 25,28930842-1636260,avant25_05,only one of the codes was read properly during the detection process. the system will work ok but check the cassette before you use it the next time.,eis.frac_15,46.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 22 2021 15:43:30 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 22 2021 15:43:16 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 22 2021 15:43:11 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 22 2021 02:13:43 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 22 2021 02:13:33 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 22 2021 02:13:29 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
wed sep 22 2021 02:13:19 gmt+0000,akta avant 25,28930842-1636260,avant25_05,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,nan,"billingham, united kingdom",closed,2025-06-30t00:00:00.000z,no action required
